symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Overlap_Ly_et_al
Trdc,14,1.131288297821106,4.99591264613083,4.319341174526585,4.997850319695195e-5,0.0039316873488153044,1.8034460817522815,FALSE
Btg1,10,0.5461177138352928,7.839503532738234,4.3585626691947015,4.3411585933160404e-5,0.0035327546065271036,1.7827495930337482,FALSE
Cacna1s,1,-0.9863911986245606,5.486906542569457,-4.304048555773787,5.2791248016936724e-5,0.004055372813868967,1.7816962655249142,FALSE
Btg3,16,-0.9557488151907823,5.525360674634427,-4.298202319608479,5.390650311903184e-5,0.004055372813868967,1.765746565590601,FALSE
Arfgap3,15,-0.8319914932661163,6.031610114020239,-4.298383196691052,5.387165901181428e-5,0.004055372813868967,1.7583384199650238,FALSE
Pld4,12,-0.5509623689691923,7.829165928814087,-4.347902042700401,4.510879372387542e-5,0.0036288129252670023,1.7570791259749194,FALSE
Hmgn2,4,-0.6288232611730118,7.057540098012644,-4.317308772567854,5.034378678780439e-5,0.0039316873488153044,1.7304578503075314,FALSE
Rrbp1,2,-0.5380818829704097,8.131353530969903,-4.346471183955632,4.5341425439622806e-5,0.0036288129252670023,1.7288945240231595,FALSE
C1qa,4,0.5232533655699019,8.412488973554447,4.344006971508329,4.574478745643754e-5,0.0036310862436732885,1.6903825680956555,FALSE
5830428M24Rik,12,-1.1994048806562665,4.89536709930647,-4.297606763195408,5.4021385067027746e-5,0.004055372813868967,1.6870948519167328,FALSE
Sppl3,5,0.7659364186627826,6.065358243972323,4.259761902302781,6.182790908060762e-5,0.004535920238913667,1.620019460213995,FALSE
Sell,1,0.675889220130018,6.9895441921767505,4.27427776764244,5.871262085009267e-5,0.004340252063452652,1.5791733870761613,FALSE
Spcs3,8,-0.6065918886586035,7.357166516029645,-4.277757259742194,5.798874035694165e-5,0.004319715089358638,1.5683126568819645,FALSE
a,2,-1.820423248282153,4.206520817707378,-4.40098507097237,3.7250191176158384e-5,0.0032208111727671227,1.5527118867674572,FALSE
Ftl1-ps1,13,0.7306336517334291,6.241610412173525,4.240802672440051,6.613819693373371e-5,0.0048156563842577235,1.5444231632747911,FALSE
Tram2,1,-0.841919930722236,5.949425233634273,-4.229280093636066,6.889815495546779e-5,0.004979177108871268,1.537283880817923,FALSE
Pdia6,12,-0.5027399648653592,8.50319407575834,-4.299237044160515,5.370746806108215e-5,0.004055372813868967,1.5371704422815302,FALSE
Smarce1,11,-0.7474715038725774,6.297584286515795,-4.220734792196246,7.101649233129581e-5,0.005056791998060799,1.4884314773994651,FALSE
Zap70,1,0.8757801481890235,5.587341547310497,4.165141337065415,8.641449958196575e-5,0.005905188666755897,1.3407435529826053,FALSE
Cr2,1,0.8379407671332499,5.8917606728112935,4.16243386807806,8.724135799694967e-5,0.005908009166730494,1.3162442659159401,FALSE
Edem2,2,-0.5417277794704969,7.777432455829563,-4.209243616547819,7.396448779627848e-5,0.005228263502329641,1.2952654291004038,FALSE
Ywhab,2,0.5901674214355914,7.1633784732386765,4.193008479363252,7.833170024362362e-5,0.005496841921443849,1.2917483330741808,FALSE
Spcs1,14,-0.5031071047308284,8.515603421402522,-4.226390948209824,6.960743688656013e-5,0.00499317347266258,1.2907645163716364,FALSE
Stac2,11,-1.2212841099260432,4.757762764611217,-4.169534369004775,8.50889334051117e-5,0.005885723079250727,1.278117478396413,TRUE
Il7r,15,1.2089960251124543,4.628975981160186,4.164564855413677,8.658992055755238e-5,0.005905188666755897,1.2753095115357533,FALSE
Skap1,11,0.9014762876616293,5.438811603726782,4.135546696112962,9.58778327632329e-5,0.006359458441637996,1.2504965340064675,FALSE
Malat1,19,-0.6699244260694694,7.203585046362045,-4.1700707422151995,8.492843680960759e-5,0.005885723079250727,1.2263591519887242,FALSE
Mrpl54,10,-0.6478701936956899,6.7162768267014235,-4.138821793427324,9.478332480173746e-5,0.0063302187405519,1.1741501037052844,FALSE
Trabd,15,-0.6634416257908704,6.611815814645161,-4.109582371071495,1.0499665334883556e-4,0.006870186425879213,1.0920137425264551,FALSE
Tmem176b,6,0.5867584031627446,7.151061599872085,4.130642541691016,9.753957113239377e-5,0.006425668073783001,1.0877921698321424,FALSE
Lamtor5,3,-0.6841375904363858,6.5436016228497795,-4.0988771439461225,1.0899485912839595e-4,0.007001690006547656,1.0655303302435337,FALSE
Selenos,7,-0.6339122549492249,7.248654659104144,-4.0984025519656875,1.0917546375347957e-4,0.007001690006547656,0.9858850495718219,FALSE
Lrrc59,11,-0.6407502637638354,6.698456284558652,-4.076257410901943,1.1793082911693352e-4,0.007466756011974364,0.97410039047403,FALSE
Gnas,2,-0.43215026139578505,9.530066549475997,-4.155567448902928,8.937272121547116e-5,0.006010315501740435,0.9663423693596895,FALSE
Srm,4,-0.6253650349255091,6.778010587255632,-4.074290811918039,1.187402339781136e-4,0.007466756011974364,0.9584321314866822,FALSE
Tfrc,16,0.5361073709862536,7.756798305570123,4.106282812907835,1.0621366474530856e-4,0.0069031753650575034,0.9467581825763185,FALSE
Apol7c,15,1.0149936002225557,5.131778289494524,4.022691187411991,1.419931485951441e-4,0.008648186484247644,0.8968093769235157,FALSE
Dnaja1,4,0.5691858482303616,7.255157842139463,4.074603763536102,1.1861107374091823e-4,0.007466756011974364,0.8933898615676652,FALSE
Bhlhe41,6,-1.2781063283111087,4.5907401793729585,-4.053497030105783,1.276322836280432e-4,0.007923019452910067,0.8793406746216945,FALSE
