symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
Gmppa,1,-0.6093150727917616,5.11715432330946,-5.161828159916363,1.6616184132515102e-4,0.011958292516013288,0.5908622141542637
Zbtb8os,4,-0.4677298196930444,5.00294294050686,-5.138217919839158,1.7330251983653394e-4,0.01227421973826372,0.56087147922395
Sirpb1a,3,-3.611892310695783,-0.5280891637419798,-5.570284318179833,8.120840329802265e-5,0.007877215119908196,0.5529136756500188
1110008P14Rik,2,-0.4167486929288904,5.804508746803741,-5.186683413683856,1.5897512085603652e-4,0.011590841115331105,0.5507328306406576
Mrps18c,5,-0.3958378029862102,6.28358988156193,-5.185449019832458,1.5932427649939664e-4,0.011590841115331105,0.5254288065876809
Midn,10,0.5367466286398406,4.789177619008125,5.095205782954587,1.871448872578919e-4,0.012979903942145807,0.5196938964727247
Rdm1,11,-0.49962772236518305,4.701120905697905,-5.083298603308348,1.9117699268205482e-4,0.013123565251497363,0.5145767823073886
Klf16,10,0.5355398417419823,4.067400939690692,5.017139251058351,2.1528900505962917e-4,0.014266626840238595,0.5139666814580064
Dgke,11,-0.7773122017465259,2.8861956719393786,-4.867909108312602,2.8202790002195704e-4,0.017170627153794756,0.4905525435414875
Jchain,5,-0.7701322961494856,11.034654421215928,-4.913659509164933,2.5954156635302916e-4,0.016234688818699293,0.4893021320246591
Nbas,12,-0.5663787884973175,3.8942017416245718,-4.970229724577914,2.3428784967015727e-4,0.015150614278670172,0.4673612429542171
Fkbp2,19,-0.4361785104585172,6.348382605393909,-5.142900706588709,1.718612530712577e-4,0.01227421973826372,0.44729264081235254
2610507I01Rik,11,-3.393191833959328,-1.2191304926798494,-5.554360742801987,8.347111012630788e-5,0.00798103057250541,0.4436214032629513
Chil3,3,0.5377022744321343,4.80884424431734,5.043270656214734,2.054076141860275e-4,0.013886799613606891,0.42064821659015816
Fgfbp3,19,-1.2827823664109599,1.383881514573526,-4.734253932293503,3.6005703170543683e-4,0.019592371652069014,0.4089641560041599
H2-DMa,17,0.42828722000607033,6.76171143473604,5.103023310493651,1.8454589912657635e-4,0.012933672281195555,0.3843213150608573
Lifr,15,0.518609835612855,4.121301090052916,4.942932166277087,2.461386298176037e-4,0.015764649276260492,0.36715258382533555
Mrpl18,17,-0.3802699743046061,6.495598446616489,-5.092097088178357,1.881889605724863e-4,0.012985038279501555,0.3541498288111784
5830418P13Rik,9,-1.5094565216335516,1.4280725885120373,-4.699539379335842,3.837794277479608e-4,0.020421397879073402,0.3502640222795099
Stac2,11,-0.895879114425187,2.9502998838614087,-4.793769262758773,3.2286048829797476e-4,0.018338956298984074,0.3470240251255019
BC065403,9,-3.312569972240172,-1.6116671185777784,-5.532613180558853,8.666849980189368e-5,0.008048126364549758,0.34611492900283825
Selenow,7,-0.44750855217563146,7.931343212778138,-4.995400101992959,2.2388604846350338e-4,0.014619212901133933,0.31879199909398626
Pam,1,0.646166241499806,3.4726475128072214,4.82760032181947,3.035158468873052e-4,0.017977270470944547,0.2978823758337894
Trat1,16,0.6752771018959978,3.1206374612538066,4.7869679957459494,3.269015322408436e-4,0.01842916220961289,0.29745665175958536
Polm,11,-0.5849271571928449,3.82471328013584,-4.862263344805447,2.849398388464111e-4,0.017212068200007653,0.2839783926268744
Srp19,18,-0.3736999000249286,6.464315830730624,-5.050716541083414,2.0267929933451251e-4,0.013802183414468872,0.27721149926722344
Fam83g,11,-1.987520113437828,0.47339656709571004,-4.741685247961207,3.5517937824757644e-4,0.019514411980655948,0.27352082003113676
Ankrd55,13,-1.4231059756259286,1.7688404949728462,-4.65515325266177,4.1649093305229747e-4,0.021279189426862802,0.26465693539887347
Zfp280b,10,-0.6067930574500187,3.4982085770228037,-4.811393194274723,3.1262841006466426e-4,0.018194973465763462,0.2629673257578382
Tmem214,5,-0.5343208560048458,5.58796237537565,-5.012797133401696,2.169782833744539e-4,0.014307740400248471,0.25292816069878565
Cxcl13,5,0.5710399209898815,5.206316514874785,4.983231431871843,2.2885349271791814e-4,0.014871033269524525,0.24468675094011338
Smim24,10,0.852126080575397,2.355851411485624,4.684499036135704,3.9455482990737153e-4,0.020488622309325803,0.24312058853283514
Ndufaf8,11,-0.3873360307509879,5.635719740658223,-5.001892735702573,2.212816665489229e-4,0.014519982296195501,0.22577467298878418
Dnajc19,3,-0.3797908936624905,6.271319256901904,-5.021645164668376,2.1355046545101092e-4,0.014266626840238595,0.22387119813791934
Iqcb1,16,-0.8150839758829966,3.196275859097945,-4.750689380536826,3.4936103525194293e-4,0.01932457362761367,0.22042688850796655
Lpcat2,8,0.48995472644847915,4.2714836220715044,4.8772699006826175,2.7726775782112805e-4,0.01702525782657624,0.21620727501164616
Gm12999,4,-0.556107960453299,3.763612902720234,-4.815433528792402,3.1033045702502795e-4,0.018194973465763462,0.2103124800952214
Serpina3n,12,0.6131452224733658,3.45330046932292,4.774881709319441,3.342127120879464e-4,0.018594707861180202,0.20439142379087283
Gm45716,11,-0.7632232508705354,2.857600234332559,-4.702387860924595,3.8177326252342874e-4,0.020421397879073402,0.19586489805440976
Hist3h2a,11,-0.5032558441012673,4.532252789589072,-4.891262423992857,2.703073314911601e-4,0.01675154601546606,0.1935418082529905
Cpe,8,-1.0037541471576856,1.9227207185599542,-4.605049944491374,4.5690854303378765e-4,0.022821558794963736,0.15775937388850725
Ttyh2,11,0.5410627162815391,3.845092683010723,4.795860640357803,3.2162832049364564e-4,0.018338956298984074,0.15331916402189627
Rhoc,3,0.5158612335448618,4.611483377285877,4.8675724785969825,2.8220065544859154e-4,0.017170627153794756,0.1339210547827303
Nags,11,-1.4742333069714113,0.7279504226387565,-4.5946719552023545,4.6577607930109693e-4,0.023006932094186285,0.12536431280498128
Ccdc134,15,-0.49977536052675875,4.1581219937195275,-4.812228482533963,3.1215189340041884e-4,0.018194973465763462,0.12039831840151827
Irs2,8,-0.5409376038093345,3.9972623496185946,-4.792987381103782,3.2332240300016744e-4,0.018338956298984074,0.11882462899565827
Klf11,12,-0.603852738509767,3.852356982408705,-4.775471592343096,3.3385197508668265e-4,0.018594707861180202,0.1181926699619753
4933404K13Rik,10,-1.220485067162411,1.834980103209711,-4.573869480961721,4.840910700218192e-4,0.023478416896058233,0.11446673291941423
Zmat5,11,-0.4918201484286113,4.37140760077787,-4.823492554953067,3.0579906548515814e-4,0.01803271493649483,0.09854196774953028
Ptprs,17,0.5228694406241936,4.1863015169648765,4.803631878482704,3.17092359792603e-4,0.018295682449068033,0.0972603517116406
