symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Overlap_Ly_et_al
Ppdpf,2,-0.5369768147443352,6.404798999858702,-3.8379576508707185,8.590002505852823e-4,0.04816277231604719,-0.7724643008841507,FALSE
Nenf,1,-0.6446722772898186,6.161919801600488,-3.8135070981543024,9.121766287822666e-4,0.04941253505876592,-0.7870410027260473,FALSE
Pdia6,12,-0.4887959990585875,7.079339269376566,-3.8752766195109367,7.836872865442356e-4,0.04618890724694509,-0.7892090933421922,FALSE
Rnf187,11,-0.4506201108080585,7.42584032520932,-3.878704331582671,7.771064192607505e-4,0.046119107354183154,-0.8298714048971156,FALSE
Trmt112,19,-0.49609450157398616,6.872299583140544,-3.835530426816264,8.64139160269155e-4,0.04816277231604719,-0.8525972841343101,FALSE
Hspa8,9,0.40327570522682166,9.930962110890611,4.048927449720387,5.107791777470699e-4,0.03410249103926922,-0.8558476016498036,FALSE
Herpud1,8,-0.501106776163275,6.747541779576926,-3.817976545883884,9.022191681542956e-4,0.04941253505876592,-0.8747777450893794,FALSE
Ago2,15,0.502220914068479,6.892497389351679,3.8128953649516477,9.135479217511135e-4,0.04941253505876592,-0.8884413491132594,FALSE
Psma2,13,-0.4370812838259983,7.420442059057366,-3.8494267997313036,8.351233628770621e-4,0.04789908898756626,-0.8989066524329763,FALSE
Ost4,5,-0.42310291884730944,7.655866821972582,-3.8495088593789655,8.349549135592784e-4,0.04789908898756626,-0.933102244485795,FALSE
Rps10,17,-0.2528900701173331,10.355192709543118,-4.002748393698401,5.724522493713027e-4,0.03666098565505546,-1.0641694905121764,FALSE
Hba-a2,11,-0.17526705070629767,15.853758252732849,-4.132035505990876,4.1595123089223986e-4,0.030382215548761384,-1.4393775688100288,FALSE
Hbb-bt,7,-0.13909108409283455,15.057695596696147,-3.850344396272736,8.332416617341376e-4,0.04789908898756626,-2.058204818837603,FALSE
