symbol,chromosome_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,Overlap_Ly_et_al
Zfp280b,10,-0.6967162912370228,3.332088044668487,-4.812200206803078,3.306346822332067e-4,0.027908572950321127,0.29350295826050576,FALSE
Cela1,15,-0.44274396663073645,5.840143122430588,-5.034078003095146,2.2237040128240477e-4,0.023311232631209513,0.2929057821644676,FALSE
Fn3krp,11,0.48815156036421214,4.960857740490784,4.984799545650614,2.427145425470306e-4,0.024045707317737423,0.28887056926329624,FALSE
Pecr,1,-0.8659988840556347,2.692098743704393,-4.74282788369595,3.7478100573032044e-4,0.029705965204197778,0.28410599885603194,FALSE
Lman1,18,-0.49227791340402405,5.226549274285708,-4.995230015362251,2.3825220672915484e-4,0.024045707317737423,0.2753326291725866,FALSE
St6gal1,16,-0.5330953563036198,5.218410524779195,-4.983370277782558,2.4333275670060603e-4,0.024045707317737423,0.25658659866604516,FALSE
Dcn,10,0.6658392217336035,3.4178774014391915,4.783759118993864,3.4804150192874704e-4,0.02845403448787285,0.22075769091916175,FALSE
Arid1b,17,0.5739553486403852,4.271037864507031,4.8694389890110665,2.9829107453802994e-4,0.02652867724935802,0.20257434801939578,FALSE
Srp9,1,-0.439430350329471,6.924351643583251,-4.963132844288127,2.5226442918068246e-4,0.02436476911503785,0.1652411438355461,FALSE
Rpl9-ps6,19,0.5164630170145008,5.731259753885759,4.957275881859663,2.549125778633085e-4,0.02436476911503785,0.15770697221743468,FALSE
Rgcc,14,-0.5358570435935803,6.522484977256559,-4.944543499342042,2.607697094336784e-4,0.024742667539623252,0.1144712138935482,FALSE
Sp3os,2,-0.5203593230741168,4.640265018844859,-4.855486550957668,3.058590644861186e-4,0.02686393229226389,0.11037612826682253,FALSE
Smim24,10,0.9236639899501784,2.2870603021822835,4.613220891544889,4.7442548510076603e-4,0.03464638697092617,0.10972418657650529,FALSE
Pcp4,16,-1.6932102781388394,1.2616852478216418,-4.589672411374357,4.952992555195797e-4,0.03557124321822661,0.10801352911379603,FALSE
Sec24d,3,-0.6161519251009699,4.037618819708517,-4.788952082894769,3.44793589238909e-4,0.028435476045928467,0.10552695416839164,FALSE
Cdh11,8,0.8132533168608478,2.670364834511573,4.635649720030252,4.55391248709661e-4,0.03363426614759593,0.09374661395125106,FALSE
5830428M24Rik,12,-0.7170363898454588,3.2809852562332837,-4.69362798316509,4.0976919580044204e-4,0.03151828269946713,0.08942322678948766,FALSE
